"tasa_final_hombres_100k","tasa_final_mujeres_100k","IDG_D_promedio","IDH_promedio","IDH_D_promedio","esc_mujeres","esc_hombres"
1,0.985585166698839,0.449226538839743,0.720929769477979,0.656076713102687,-0.0537464846484604,-0.120802441459464
0.985585166698839,1,0.567999095855798,0.595320033940134,0.526157942507569,-0.215055410708504,-0.279837904396256
0.449226538839743,0.567999095855798,1,-0.24447111296053,-0.357510375520224,-0.874198485743137,-0.901275540995515
0.720929769477979,0.595320033940134,-0.24447111296053,1,0.989988207295266,0.649827156432419,0.596909124447302
0.656076713102687,0.526157942507569,-0.357510375520224,0.989988207295266,1,0.717320409473277,0.669163077393443
-0.0537464846484604,-0.215055410708504,-0.874198485743137,0.649827156432419,0.717320409473277,1,0.997707635870479
-0.120802441459464,-0.279837904396256,-0.901275540995515,0.596909124447302,0.669163077393443,0.997707635870479,1
